파일명	파일명 재정리	시청각기록물 등록번호	제목	유형	MIME 유형	Image 사이즈	재생시간	생산일	생산자	제공일	제공자	수집일	수집자	주제어(사업명)	주제어(약어)	주제어(단위과제)	주제어(1차)	주제어(2차)	위도/경도
광주_1981_83_최광호.tif	M-A321573.tif	M-A321573	광주_1981	사진류	image/tiff	3761x5600		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
강재훈-교육 과천 과학축제01.tif	M-A321421.tif	M-A321421	교육 과천 과학축제	사진류	image/tiff	3888x2592		2010-04-25	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 과천 자유학교01.tif	M-A321422.tif	M-A321422	교육 과천 자유학교	사진류	image/tiff	3888x2592		2010-06-26	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 과천 자유학교02.tif	M-A321423.tif	M-A321423	교육 과천 자유학교	사진류	image/tiff	3888x2592		2010-06-26	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 과천 자유학교04-1.TIF	M-A321424.tif	M-A321424	교육 과천 자유학교	사진류	image/tiff	3888x2592		2010-06-26	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 과천 자유학교05-1.TIF	M-A321425.tif	M-A321425	교육 과천 자유학교	사진류	image/tiff	3888x2592		2010-06-26	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실01-1.TIF	M-A321426.tif	M-A321426	교육 남양주 도심초 교실	사진류	image/tiff	3084x2070		2010-08-06	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실02-1.TIF	M-A321427.tif	M-A321427	교육 남양주 도심초 교실	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실04-1.TIF	M-A321428.tif	M-A321428	교육 남양주 도심초 교실	사진류	image/tiff	3888x2592		2010-08-06	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실05.tif	M-A321429.tif	M-A321429	교육 남양주 도심초 교실	사진류	image/tiff	3888x2592		2010-08-06	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실06-1.TIF	M-A321430.tif	M-A321430	교육 남양주 도심초 교실	사진류	image/tiff	3690x2496		2010-08-06	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실07.tif	M-A321431.tif	M-A321431	교육 남양주 도심초 교실	사진류	image/tiff	4256x2832		2010-04-17	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실09-1.TIF	M-A321432.tif	M-A321432	교육 남양주 도심초 교실	사진류	image/tiff	4256x2832		2010-04-17	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 교실10.tif	M-A321433.tif	M-A321433	교육 남양주 도심초 교실	사진류	image/tiff	3888x2592		2010-04-17	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 단소교실01-1.TIF	M-A321434.tif	M-A321434	교육 남양주 도심초 단소교실	사진류	image/tiff	3888x2592		2010-08-13	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 단소교실02-1.TIF	M-A321435.tif	M-A321435	교육 남양주 도심초 단소교실	사진류	image/tiff	2592x3888		2010-08-13	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 단소교실03.tif	M-A321436.tif	M-A321436	교육 남양주 도심초 단소교실	사진류	image/tiff	2592x3888		2010-08-13	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 독서01-1.TIF	M-A321437.tif	M-A321437	교육 남양주 도심초 독서	사진류	image/tiff	2504x3776		2010-08-09	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 독서02.tif	M-A321438.tif	M-A321438	교육 남양주 도심초 독서	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 독서03.tif	M-A321439.tif	M-A321439	교육 남양주 도심초 독서	사진류	image/tiff	2680x1824		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 등교02.tif	M-A321440.tif	M-A321440	교육 남양주 도심초 등교	사진류	image/tiff	4256x2832		2010-08-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 미술교실01-1.TIF	M-A321441.tif	M-A321441	교육 남양주 도심초 미술교실	사진류	image/tiff	3888x2592		2010-08-09	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 발레교실01-1.TIF	M-A321442.tif	M-A321442	교육 남양주 도심초 발레교실	사진류	image/tiff	3888x2592		2010-08-09	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 발레교실02.tif	M-A321443.tif	M-A321443	교육 남양주 도심초 발레교실	사진류	image/tiff	3888x2592		2010-08-09	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 방학과제물01.tif	M-A321444.tif	M-A321444	교육 남양주 도심초 방학과제물	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 자화상01.tif	M-A321445.tif	M-A321445	교육 남양주 도심초 자화상	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 축구01-1.TIF	M-A321446.tif	M-A321446	교육 남양주 도심초 축구	사진류	image/tiff	4368x2912		2010-08-06	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 축구03-1.TIF	M-A321447.tif	M-A321447	교육 남양주 도심초 축구	사진류	image/tiff	4368x2912		2010-08-06	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 칠판01-1.TIF	M-A321448.tif	M-A321448	교육 남양주 도심초 칠판	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 하교02.tif	M-A321449.tif	M-A321449	교육 남양주 도심초 하교	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 하교03.tif	M-A321450.tif	M-A321450	교육 남양주 도심초 하교	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 도심초 하교04-1.TIF	M-A321451.tif	M-A321451	교육 남양주 도심초 하교	사진류	image/tiff	4256x2832		2010-08-31	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 예봉초 운동회01.tif	M-A321452.tif	M-A321452	교육 남양주 예봉초 운동회	사진류	image/tiff	3888x2592		2010-05-01	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 예봉초 운동회03-1.TIF	M-A321453.tif	M-A321453	교육 남양주 예봉초 운동회	사진류	image/tiff	3888x2592		2010-05-01	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 예봉초 운동회05-1.TIF	M-A321454.tif	M-A321454	교육 남양주 예봉초 운동회	사진류	image/tiff	3888x2592		2010-05-01	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 예봉초 운동회06.tif	M-A321455.tif	M-A321455	교육 남양주 예봉초 운동회	사진류	image/tiff	3888x2592		2010-05-01	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 예봉초 운동회07.tif	M-A321456.tif	M-A321456	교육 남양주 예봉초 운동회	사진류	image/tiff	3888x2592		2010-05-01	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 남양주 예봉초 운동회09-1.TIF	M-A321457.tif	M-A321457	교육 남양주 예봉초 운동회	사진류	image/tiff	3888x2592		2010-05-01	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 안양 노인회 서예교실01.tif	M-A321458.tif	M-A321458	교육 안양 노인회 서예교실	사진류	image/tiff	3504x2336		2007-10-02	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 개군초 학교숲01-1.TIF	M-A321459.tif	M-A321459	교육 양평 개군초 학교숲	사진류	image/tiff	4896x3264		2010-09-05	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 고송분교01.tif	M-A321460.tif	M-A321460	교육 양평 고송분교	사진류	image/tiff	4256x2832		2010-09-15	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 고송분교02-1.TIF	M-A321461.tif	M-A321461	교육 양평 고송분교	사진류	image/tiff	4256x2832		2010-09-15	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 숲속나무 어버이날01.tif	M-A321462.tif	M-A321462	교육 양평 숲속나무 어버이날	사진류	image/tiff	4256x2832		2010-05-07	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 조현초 어린이01-1.TIF	M-A321463.tif	M-A321463	교육 양평 조현초 어린이	사진류	image/tiff	4896x3264		2010-09-05	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 조현초 어린이02.tif	M-A321464.tif	M-A321464	교육 양평 조현초 어린이	사진류	image/tiff	4896x3264		2010-09-05	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 양평 지평초 학교이미지03-1.TIF	M-A321465.tif	M-A321465	교육 양평 지평초 학교이미지	사진류	image/tiff	4896x3264		2010-09-05	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 도암초 국악교실01.tif	M-A321466.tif	M-A321466	교육 이천 도암초 국악교실	사진류	image/tiff	3276x1947		2010-10-29	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 도자기교실01-1.TIF	M-A321467.tif	M-A321467	교육 이천 도자기교실	사진류	image/tiff	3642x2460		2009-04-26	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 설봉서원01.tif	M-A321468.tif	M-A321468	교육 이천 설봉서원	사진류	image/tiff	4896x3264		2010-09-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 설봉서원02.tif	M-A321469.tif	M-A321469	교육 이천 설봉서원	사진류	image/tiff	4896x3264		2010-09-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 설봉서원03-1.TIF	M-A321470.tif	M-A321470	교육 이천 설봉서원	사진류	image/tiff	4896x3264		2010-09-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 설봉서원04-1.TIF	M-A321471.tif	M-A321471	교육 이천 설봉서원	사진류	image/tiff	3264x4896		2010-09-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 이천 평생학습축제01.tif	M-A321472.tif	M-A321472	교육 이천 평생학습축제	사진류	image/tiff	4896x3264		2010-09-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 초등교과서01-1.TIF	M-A321473.tif	M-A321473	교육 초등교과서	사진류	image/tiff	4256x2832		2010-08-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 초등교과서02.tif	M-A321474.tif	M-A321474	교육 초등교과서	사진류	image/tiff	4256x2832		2010-08-30	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 하남 꽃피는학교04-1.TIF	M-A321475.tif	M-A321475	교육 하남 꽃피는학교	사진류	image/tiff	2832x4256		2010-04-23	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 하남 꽃피는학교05.tif	M-A321476.tif	M-A321476	교육 하남 꽃피는학교	사진류	image/tiff	4256x2832		2010-04-23	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
강재훈-교육 하남 꽃피는학교06.tif	M-A321477.tif	M-A321477	교육 하남 꽃피는학교	사진류	image/tiff	4896x3264		2010-06-18	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
화성-180319-교통안전 표시등과는 무관한 도로상황-한정애.jpg	M-A321043.jpg	M-A321043	교통안전 표시등과는 무관한 도로상황	사진류	image/jpeg	7952x5304		2018-03-19	한정애	2018-08-07	최연하	2018-08-24	이상민	경기천년 기록 아카이브	경기기록	31개 시군	화성시	풍경	37.181173/126.910877
8_광명_20180422_구름산당숲과최대숙당주_박찬호.jpg	M-A320135.jpg	M-A320135	구름산당숲과최대숙당주	사진류	image/jpeg	2981x2000		2017-04-22	박찬호	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광명시	풍경	37.456630/126.866962
7_광명_20180422_구름산성황나무와최대숙당주_박찬호.jpg	M-A320134.jpg	M-A320134	구름산성황나무와최대숙당주	사진류	image/jpeg	2977x2000		2017-04-22	박찬호	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광명시	풍경	37.456630/126.866961
구리시_20180113_구리시민공원_백형실_5.jpg	M-A320033.jpg	M-A320033	구리시민공원 	사진류	image/jpeg	3000x2000		2018-01-13	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142345
구리시_20180113_구리역사공원소녀상_백형실_6.jpg	M-A320034.jpg	M-A320034	구리역사공원소녀상 	사진류	image/jpeg	2998x2000		2018-01-13	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142346
구리시_20180114_구리타워에서 바라본 정수장_백형실_9.jpg	M-A320036.jpg	M-A320036	구리타워에서 바라본 정수장 	사진류	image/jpeg	2998x2000		2018-01-14	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142348
용인 20180415 구성동 이상임0001.jpg	M-A320834.jpg	M-A320834	구성동 	사진류	image/jpeg	5760x3840		2018-04-15	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221115
고양_20180114_구시가지 산황동 철도건널목_황영주_52.jpg	M-A320057.jpg	M-A320057	구시가지 산황동 철도건널목	사진류	image/jpeg	3000x2000		2018-01-14	황영주	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	고양시	풍경	37.653769/126.781836
안성_20180513_국사암 합격 다리 옆 풍경_정지연_38.jpg	M-A320562.jpg	M-A320562	국사암 합격 다리 옆 풍경	사진류	image/jpeg	1333x2000		2018-05-13	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302964
시흥시_20180101_1_군자12교_김준영_01.jpg	M-A320484.jpg	M-A320484	군자12교 	사진류	image/jpeg	3000x2000		2018-01-01	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769258
시흥시_20180114_3_군자12교 삼거리_김준영_03.jpg	M-A320487.jpg	M-A320487	군자12교 삼거리 	사진류	image/jpeg	3000x2000		2018-01-14	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769261
군포_20180223_군포공단지대및산본_이대환-11.jpg	M-A320210.jpg	M-A320210	군포공단지대및산본	사진류	image/jpeg	2996x2000		2018-02-23	이대환	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	군포시	풍경	37.353581/126.929659
군포_20180223_군포공단지대및산본_이대환-13.jpg	M-A320211.jpg	M-A320211	군포공단지대및산본	사진류	image/jpeg	2996x2000		2018-02-23	이대환	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	군포시	풍경	37.353581/126.929660
군포_20180223_군포공단지대및산본_이대환-14.jpg	M-A320212.jpg	M-A320212	군포공단지대및산본	사진류	image/jpeg	2996x2000		2018-02-23	이대환	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	군포시	풍경	37.353581/126.929661
군포_20180223_군포공단지대및산본_이대환-24.jpg	M-A320213.jpg	M-A320213	군포공단지대및산본	사진류	image/jpeg	2996x2000		2018-02-23	이대환	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	군포시	풍경	37.353581/126.929662
2010년_6월 11일_오전 10시 32분_궁평리에서 본 궁평항_박홍순.tif	M-A321490.tif	M-A321490	궁평리에서 본 궁평항	사진류	image/tiff	7659x3773		2010-06-11	박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
화성-180220-궁평항-한정애.jpg	M-A321038.jpg	M-A321038	궁평항	사진류	image/jpeg	20754x5022		2018-02-20	한정애	2018-08-07	최연하	2018-08-24	이상민	경기천년 기록 아카이브	경기기록	31개 시군	화성시	풍경	37.181173/126.910872
2008년_궁평항 앞바다_박홍순.tif	M-A321483.tif	M-A321483	궁평항 앞바다	사진류	image/tiff	7662x3796			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_6월 11일_오전 10시 50분_궁평항 전경_박홍순.tif	M-A321492.tif	M-A321492	궁평항 전경	사진류	image/tiff	7683x3803		2010-06-11	박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
연천_20180425_그리팅맨_KENN_1.jpg	M-A320680.jpg	M-A320680	그리팅맨	사진류	image/jpeg	2665x2000		2018-04-25	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988940
연천_20180425_그리팅맨_KENN_2.jpg	M-A320681.jpg	M-A320681	그리팅맨	사진류	image/jpeg	2665x2000		2018-04-25	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988941
의정부_20180308_금오동_심형호_10.jpg	M-A320875.jpg	M-A320875	금오동	사진류	image/jpeg	3000x2000		2018-03-08	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067542
의정부_20180424_금오동_심형호_42.jpg	M-A320880.jpg	M-A320880	금오동	사진류	image/jpeg	3000x2000		2018-04-24	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067547
의정부_20180424_금오동_심형호_44.jpg	M-A320881.jpg	M-A320881	금오동	사진류	image/jpeg	3000x2000		2018-04-24	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067548
의정부_20180424_금오동_심형호_48.jpg	M-A320882.jpg	M-A320882	금오동	사진류	image/jpeg	3000x2000		2018-04-24	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067549
안성_20180415_기솔리 석불 입상_ 정지연_33.jpg	M-A320557.jpg	M-A320557	기솔리 석불 입상	사진류	image/jpeg	3000x2000		2018-04-15	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302959
안성_20180415_기솔리 석불 입상_정지연_32.jpg	M-A320558.jpg	M-A320558	기솔리 석불 입상	사진류	image/jpeg	1333x2000		2018-04-15	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302960
안성_20180415_기솔리 석불 입상_정지연_34.jpg	M-A320559.jpg	M-A320559	기솔리 석불 입상	사진류	image/jpeg	3000x2000		2018-04-15	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302961
안성_20180415_기솔리 석불 입상을 바라보는 시민_정지연_31.jpg	M-A320560.jpg	M-A320560	기솔리 석불 입상을 바라보는 시민	사진류	image/jpeg	1333x2000		2018-04-15	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302962
김정헌1_2010_이갑철.tif	M-A321519.tif	M-A321519	김정헌	사진류	image/tiff	3305x4958		2010-10-13	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
김정헌2_2010_이갑철.tif	M-A321520.tif	M-A321520	김정헌	사진류	image/tiff	4957x3305		2010-10-13	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
김정헌3_2010_이갑철.tif	M-A321521.tif	M-A321521	김정헌	사진류	image/tiff	4957x3305		2010-10-13	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
김정헌4_2010_이갑철.TIF	M-A321522.tif	M-A321522	김정헌	사진류	image/tiff	4957x3305		2010-10-13	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
김정헌5_2010_이갑철.TIF	M-A321523.tif	M-A321523	김정헌	사진류	image/tiff	3305x4958		2010-10-13	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
김포_1981_83_최광호.tif	M-A321574.tif	M-A321574	김포_1981	사진류	image/tiff	3762x5600		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
김포2_1981_83_최광호.tif	M-A321575.tif	M-A321575	김포_1981	사진류	image/tiff	3752x5586		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
김포3_1981_83_최광호.tif	M-A321576.tif	M-A321576	김포_1981	사진류	image/tiff	3761x5600		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
고양_20180211_김포에서 본 일산전경_황영주_60.jpg	M-A320060.jpg	M-A320060	김포에서 본 일산전경	사진류	image/jpeg	2999x2000		2018-02-11	황영주	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	고양시	풍경	37.653769/126.781839
김포-20180323-김포풍경-김빈화 3.jpg	M-A320244.jpg	M-A320244	김포풍경	사진류	image/jpeg	2997x2000		2018-03-23	김빈화	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	김포시	풍경	37.617502/126.727969
김포-20180425-김포풍경-김빈화6.jpg	M-A320254.jpg	M-A320254	김포풍경 	사진류	image/jpeg	2997x2000		2018-04-25	김빈화	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	김포시	풍경	37.617502/126.727979
구리시_20180320_꿈터대안학교현장학습_백형실_30.jpg	M-A320042.jpg	M-A320042	꿈터대안학교현장학습 	사진류	image/jpeg	2998x2000		2018-03-20	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142354
